book_id,title,author,publication_date,genre,isbn,publisher,language,page_count,available_copies,rating,price
850,Fall,Cecilia Threlkeld,9/30/1959,Fiction,588066235-7,Edgewire,Amharic,9342,2,2.5,586.75
851,Grumpy Cat's Worst Christmas Ever,Archambault Rodnight,11/10/1963,Romance,080948348-3,Ainyx,Croatian,662,7,3.8,339.98
852,Safe,Jone Westfalen,2/23/1974,Romance,966598231-1,Skyba,West Frisian,2883,18,1.9,462.89
853,Where Do We Go Now?,Rowan Files,2/22/1934,Romance,552819027-4,Livetube,Maltese,1540,4,1.2,547.97
854,Open Hearts (Elsker dig for evigt),Dorothy Goble,2/28/1916,Mystery,073571499-1,Voonix,Somali,6128,19,2.7,795.97
855,How I Live Now,Carmelia Brodley,2/18/2022,Fiction,459267929-6,Blogspan,Georgian,4895,17,2.1,463.66
856,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Loy Rocks,11/16/1953,Romance,632484796-9,Photobug,Malay,4688,6,1.7,731.2
857,"Little Indian, Big City (Un indien dans la ville)",Thorpe Craghead,10/17/1917,Fiction,418892725-9,Jabbersphere,Swati,1365,0,3.1,896.85
858,Radio On,Beverie Danelet,9/13/1935,Fiction,177426305-X,Roodel,Maltese,66,6,3.1,636.18
859,Ascension,Ade Kenewel,3/27/2013,Science Fiction,076510443-1,Zoombox,Hungarian,9593,10,2.2,639.75
860,Bethlehem,Em Greener,9/15/1911,Non-Fiction,871844873-9,Tagopia,Lao,689,17,1.3,835.69
861,"Harder They Come, The",Giuseppe Meaney,1/18/1916,Science Fiction,611362958-9,Kwinu,French,1508,1,2.9,450.57
862,"Naked City, The",Dimitry Juzek,11/15/2012,Romance,905569016-3,Edgeblab,Malay,8787,13,3.1,808.4
863,Toy Story,Sophia Olin,2/5/1920,Romance,326016749-8,BlogXS,French,1466,12,1.5,600.14
864,Carolina,Alyosha Dursley,3/28/1959,Mystery,568675244-3,Tagpad,Burmese,6944,16,4.3,617.92
865,Interview with the Vampire: The Vampire Chronicles,Ansell Jeayes,10/27/1930,Science Fiction,922641477-7,Dabjam,Quechua,5227,18,1.9,243.52
866,School Daze,Norbie Mehaffey,6/30/1973,Romance,846434430-9,Meevee,Pashto,3058,18,1.0,186.39
867,Friday the 13th,Chic Wilmore,3/9/2018,Science Fiction,276555056-5,Nlounge,Gagauz,932,13,4.5,242.57
868,Eastern Promises,Carla Stollenbecker,10/12/1935,Fiction,076631643-2,Jayo,Macedonian,3099,15,3.0,813.36
869,Encounter in the Third Dimension,Roderick St. Quintin,7/8/1995,Mystery,706826308-9,Flipbug,Norwegian,9355,20,4.1,336.44
870,"Cider House Rules, The",Georgia Maskell,10/23/1926,Fiction,898056286-1,Camido,Punjabi,4563,8,3.3,989.25
871,"Ballad of the Sad Cafe, The",Janka Clemensen,12/6/1978,Fiction,903968131-7,Skyndu,Armenian,6369,6,4.7,460.1
872,People Like Us,Ariadne Crennell,11/29/1957,Romance,307177278-5,Twiyo,Thai,1493,18,2.4,990.54
873,Hidden Agenda,Willdon Ancliffe,4/21/1959,Mystery,776047998-0,Tagfeed,Yiddish,4625,6,2.5,576.65
874,Angel and the Badman,Renelle Birkhead,9/8/2018,Science Fiction,893470582-5,Oyoyo,Montenegrin,6538,20,2.9,513.32
875,"Caine Mutiny Court-Martial, The",Kali Harbard,4/9/2010,Fiction,854520198-2,DabZ,Irish Gaelic,3732,10,3.7,170.95
876,Back from Eternity,Lorenza McLeman,12/15/1910,Fiction,662849862-X,Centimia,Thai,1935,17,4.2,549.05
877,Jive Turkey,Gilberta Dannell,1/27/2011,Science Fiction,253706319-8,Wikizz,Gagauz,1945,10,3.8,727.13
878,Two Hands,Steve Ibbotson,9/20/1922,Fiction,200434028-2,Tagtune,Armenian,4553,10,1.1,407.41
879,Holes in My Shoes,Theresa Sprackling,11/3/1962,Mystery,605347754-0,Twitterbeat,Bislama,8595,4,2.0,332.11
880,"Astronaut's Wife, The",Ralf Bondar,1/29/1981,Mystery,542961273-1,Twitterwire,Malay,2012,18,2.8,60.95
881,Time of Roses (Ruusujen aika),Clark Lestor,5/3/1998,Non-Fiction,829456858-9,Babblestorm,Bengali,7008,19,4.0,592.81
882,"Merry Gentleman, The",Bone Rowntree,1/9/1955,Science Fiction,069763517-1,Twitterbridge,Lithuanian,309,1,3.4,459.46
883,Lady and the Tramp II: Scamp's Adventure,Tiler Quinnell,3/25/1978,Fiction,817664555-9,Rhynoodle,Mongolian,7629,10,3.0,788.89
884,V/H/S/2,Lorrayne MacConneely,4/17/1954,Fiction,511530219-5,Devpulse,Finnish,8170,18,4.6,532.38
885,"School of Flesh, The (École de la chair, L')",Marian Snedden,6/7/1950,Non-Fiction,473459653-0,Eire,Spanish,5156,19,1.4,672.22
886,Street Fighter: The Legend of Chun-Li,Orella Garside,1/9/1937,Fiction,882862457-4,Gabtune,Estonian,6730,18,2.4,421.36
887,Are We There Yet?,Eb Kisbee,5/11/1968,Romance,307497478-8,Mycat,New Zealand Sign Language,5890,9,4.6,985.31
888,Tapped,Laurel Wife,2/10/1977,Fiction,580595816-3,Trudeo,Swahili,3963,13,4.0,878.04
889,Rigor Mortis (Geung si),Netti Trustrie,12/20/1979,Fiction,419331139-2,Ntags,Italian,1065,1,2.6,97.78
890,Irreversible (Irréversible),Nicky Jarnell,4/17/1920,Fiction,818817697-4,Voonyx,Estonian,9695,19,2.3,890.81
891,Summer in Berlin (Sommer vorm Balkon),Ezechiel Meiningen,9/8/1960,Mystery,536176681-X,Yozio,Kurdish,8910,20,3.7,756.71
892,Oleanna,Gwenneth Dubarry,3/1/1994,Mystery,185616834-4,Voolia,Bengali,9119,17,1.7,396.94
893,American Vagabond,Humphrey Pond,7/29/1947,Fiction,961091163-3,Abatz,Norwegian,5525,9,4.3,845.11
894,City Island,Annnora Wallbanks,11/18/1921,Mystery,766882846-X,Skipstorm,Lithuanian,9185,11,3.7,424.06
895,Scandal Sheet,Dredi Beau,9/12/2008,Romance,972158679-X,Fivespan,Kyrgyz,7222,11,2.1,617.72
896,Ike: Countdown to D-Day,Jason Slator,2/18/1917,Fiction,274149576-9,Zoovu,Filipino,1558,5,4.3,551.88
897,Open Water,Cole Stenning,3/10/2020,Science Fiction,706332201-X,Yoveo,Latvian,335,1,1.0,324.62
898,The Whisperer in Darkness,Sandor McMeeking,8/15/1927,Mystery,135327938-3,Thoughtworks,Somali,7776,7,4.1,193.54
899,Archie To Riverdale and Back Again,Ronalda Dymidowicz,8/19/2017,Science Fiction,051108168-5,Digitube,Assamese,3682,1,3.0,413.1
900,Vermin,Deni Goodin,7/1/1984,Romance,845891432-8,Devpulse,Tsonga,5650,3,4.6,15.44
901,Almost 18,Nicole Scannell,8/30/1967,Science Fiction,278494543-X,Jabberstorm,Danish,3437,6,2.8,157.4
902,Cluny Brown,Constanta Scarlon,4/19/2011,Fiction,549753913-0,Voolith,French,2343,18,4.2,75.4
903,Tribute,Rhys Gersam,10/21/1979,Mystery,176141080-6,Skinix,Marathi,4678,11,3.7,858.07
904,"Thin Blue Line, The",Bernete Catherick,6/3/1909,Non-Fiction,555322279-6,Roomm,Romanian,4398,7,3.0,789.68
905,Naked Killer (Chik loh go yeung),Neill Kilgallon,9/8/1966,Non-Fiction,467688287-4,Flashdog,Indonesian,3350,17,4.9,553.66
906,Galaxy Express 999 (Ginga tetsudô Three-Nine),Neile Skyrme,1/3/1913,Fiction,268458017-0,Linkbuzz,Malagasy,1476,8,4.6,649.94
907,Young Bess,Meaghan Paffett,7/30/1989,Science Fiction,745430502-4,Jabbersphere,Indonesian,2192,9,4.9,628.71
908,Miracle Run,Janice Dixey,12/14/1944,Non-Fiction,705872546-2,Eimbee,Khmer,9454,14,3.0,92.89
909,"Cooler, The",Yule Chasteney,2/13/1926,Fiction,990265232-8,Browsedrive,Malayalam,8469,9,3.9,207.38
910,It Takes Two,Godfry Megroff,6/29/1949,Romance,048703688-3,Roodel,Malagasy,1341,15,2.1,456.15
911,Let the Fire Burn,Ryley Cherrington,3/10/1924,Romance,592685909-3,Shuffletag,Bulgarian,1398,17,2.7,800.89
912,Milarepa,Ronald Goble,2/8/2021,Mystery,635446724-2,Demizz,Haitian Creole,2435,13,4.1,544.5
913,Mujhse Shaadi Karogi,Guendolen Pashby,6/25/1947,Romance,707809401-8,Kamba,Croatian,5291,10,4.2,800.35
914,'Til There Was You,Ketti Avrahamov,3/25/1930,Romance,414514265-9,Yombu,Croatian,493,20,1.6,7.65
915,"Green Wave, The",Jeri Tawn,6/27/1914,Non-Fiction,895695924-2,Brightdog,Croatian,9552,12,1.2,413.33
916,Exit to Eden,Melli Winsor,6/24/1909,Romance,896538504-0,Zoozzy,Lao,3030,10,3.7,739.46
917,The Color of Milk,Blondell Crosscombe,3/9/1931,Mystery,812523071-8,Layo,Malagasy,473,16,4.7,882.41
918,Star Wars: Episode I - The Phantom Menace,Somerset Crone,9/29/1988,Non-Fiction,324619986-8,Realblab,Montenegrin,8408,11,4.4,107.61
919,Towelhead (a.k.a. Nothing is Private),Boycie Girogetti,10/21/1993,Romance,378792614-3,Dabfeed,Dari,8936,0,4.8,632.41
920,"Wonderful Ice Cream Suit, The",Bobby Sizland,5/10/1975,Science Fiction,671210178-6,Zoomcast,Chinese,4888,9,2.3,846.84
921,"Rumble in Hong Kong (Nu jing cha) (Heroine, The)",Anatol Bushen,5/13/1952,Science Fiction,228799826-8,Kazio,Indonesian,2735,10,2.7,627.94
922,Across the Hall,Madelaine Ozanne,12/30/1973,Fiction,870929838-X,Kwinu,Greek,4554,18,4.3,572.28
923,"Perils of Gwendoline in the Land of the Yik Yak, The",Herbert Wardingly,1/9/1952,Fiction,442277000-4,Tagopia,Lithuanian,6275,3,4.7,555.56
924,"Beau Serge, Le",Concettina Severy,2/14/1958,Non-Fiction,192642923-0,Thoughtworks,Marathi,5383,2,2.6,68.43
925,Jade Warrior (Jadesoturi),Gray Cuffley,9/13/2016,Non-Fiction,619440048-X,Gabcube,French,28,6,2.6,979.14
926,Heavy Metal in Baghdad,Corrine Coolbear,10/6/1974,Mystery,794231303-4,Youbridge,Dzongkha,3788,16,1.1,562.4
927,Shakes the Clown,Andonis Peregrine,11/11/1967,Fiction,081937345-1,Viva,Māori,1395,19,2.7,99.11
928,Pink Saris,Vittoria Mogie,8/13/1996,Non-Fiction,164730547-0,Yombu,Sotho,8638,16,5.0,153.69
929,"Flower of My Secret, The (La flor de mi secreto)",Neal Kalisz,7/26/1946,Romance,371205157-3,Voomm,Malagasy,4968,17,4.8,179.12
930,Leprechaun 2,Barn Kighly,7/28/1998,Mystery,465363722-9,Feedfish,New Zealand Sign Language,7122,16,4.6,482.21
931,"Sin of Madelon Claudet, The",Darline Birkenshaw,5/6/1994,Science Fiction,244272414-6,Innojam,Armenian,1459,2,4.7,937.18
932,"Seagull's Laughter, The (Mávahlátur)",Marcelia Skullet,7/3/1929,Fiction,036381243-1,Innotype,Tok Pisin,1250,19,1.0,735.12
933,Shakespeare in Love,Jamill Mountford,6/17/1961,Mystery,636656396-9,Twitterlist,Afrikaans,5392,6,4.4,353.71
934,"Class, The (Entre les murs)",Georgie Cod,12/14/2007,Romance,960318679-1,Flashspan,Kyrgyz,7684,7,1.2,729.98
935,Little Voice,Westleigh Sholl,11/20/1945,Romance,278106156-5,Youspan,Persian,8197,16,4.0,298.14
936,"Warlords, The (Tau ming chong)",Rick Hedgeley,8/7/1957,Non-Fiction,426813773-4,Rhynyx,Papiamento,1912,19,3.2,729.82
937,Winter's Bone,Julio Trimme,3/26/2016,Fiction,841099881-5,Wordify,Haitian Creole,9189,16,4.0,694.0
938,Chantilly Lace,Yevette Durgan,1/26/1910,Fiction,181579222-1,Skalith,Afrikaans,5516,2,2.4,702.68
939,Hotel Hell Vacation,Porter O'Harney,12/28/1992,Non-Fiction,928639097-1,Skipstorm,Bosnian,517,8,3.7,751.09
940,Holy Flying Circus,Tyler Fulop,6/25/1901,Fiction,518613606-9,Brainbox,Gujarati,9271,0,3.3,821.22
941,"Saimaa Gesture, The (Saimaa-ilmiö)",Giselbert Dikels,9/1/2002,Fiction,564986692-9,Skinte,Swati,8424,11,1.4,692.48
942,Hanging Up,Eleen Zanicchelli,9/6/1969,Mystery,656872806-3,Avaveo,Zulu,1534,16,3.3,808.27
943,Horror of Dracula (Dracula),Noemi Franciskiewicz,11/12/2010,Fiction,129148114-1,Avamm,Arabic,6831,9,1.5,706.33
944,Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand),Way Gietz,4/9/1998,Mystery,838896249-3,Eidel,Catalan,1096,1,1.4,118.29
945,Outrage,Austen Questier,8/11/1957,Mystery,070235021-4,Trunyx,Swati,1763,13,5.0,508.32
946,Out of the Ashes,Maryanne Purshouse,8/27/1947,Fiction,550245185-2,Wordtune,Estonian,7755,10,4.1,987.16
947,Not Cool,Cristina Lillgard,1/30/1993,Mystery,357127552-7,Yakidoo,Sotho,8111,3,2.2,774.82
948,Always Outnumbered,Sara Drinnan,10/2/1967,Mystery,705109708-3,Kare,West Frisian,9016,5,3.8,317.32
949,Looker,Colas Lockart,9/28/1976,Romance,607548812-X,Zoonoodle,Nepali,9238,4,1.4,689.25
950,Child of Rage,Vince Fraczkiewicz,8/23/1951,Science Fiction,588967912-0,Voonix,Punjabi,1671,17,3.9,107.9
951,Street Fighter: The Legend of Chun-Li,Ertha Tutt,3/31/1915,Fiction,978641134-X,Camimbo,Pashto,7818,0,1.4,782.05
952,Aimée & Jaguar,Templeton Cove,9/21/1938,Romance,669847322-7,Zooveo,Swati,9719,18,4.5,570.33
953,Música Campesina (Country Music),Anneliese Gravie,11/30/1951,Science Fiction,189722152-5,Miboo,Hungarian,7991,15,3.1,830.56
954,"50 Worst Movies Ever Made, The",Mylo Slorach,6/24/1921,Fiction,125360006-6,Riffpedia,Dzongkha,1265,4,2.9,9.99
955,"Best Man, The",Lisetta Murdoch,11/14/1971,Non-Fiction,544286627-X,Riffwire,Greek,4638,1,2.7,449.31
956,"Thorn Birds, The",Friedrick Lambin,11/19/1969,Romance,805602402-6,Quire,Hindi,6974,11,2.8,880.85
957,"Brøken, The (a.k.a. Broken, The)",Gav Andrysek,12/5/1929,Non-Fiction,812265409-6,Leenti,Guaraní,5559,20,4.4,506.23
958,"Lacemaker, The (Dentellière, La)",Gan Briand,6/12/1912,Fiction,927543243-0,Jetpulse,Tswana,352,3,1.6,318.78
959,Harry Potter and the Half-Blood Prince,Wylie Thirtle,3/25/1925,Mystery,444226610-7,Rhyzio,Dzongkha,4765,3,3.9,404.16
960,A Summer in La Goulette,Vaughan Affron,4/6/1951,Romance,175911964-4,Zoomzone,Azeri,9601,20,4.7,559.08
961,Paper Soldier (Bumazhnyy soldat),Nissa Phoebe,2/22/1982,Non-Fiction,468739467-1,Skipstorm,Tsonga,6468,14,2.4,315.59
962,"Doll Squad, The",Anthiathia Waterhous,2/3/2000,Romance,368410301-2,Buzzbean,Lao,6248,12,3.6,306.86
963,To Live (Huozhe),Teresa Abramson,12/20/1984,Science Fiction,544729191-7,Lajo,Spanish,1461,18,4.6,776.77
964,UnHung Hero,Domingo Shaughnessy,5/18/1908,Romance,713061851-5,Meevee,Icelandic,4882,8,3.7,241.59
965,Soul Surfer,Tania Ramplee,10/16/2000,Fiction,611764141-9,Agimba,Bislama,2106,7,2.8,429.75
966,Four Daughters,Kassey Deverell,9/21/1963,Fiction,117698937-5,Babbleblab,Yiddish,6665,16,3.4,439.43
967,"Bothersome Man, The (Brysomme mannen, Den)",Aubrey Andreini,1/13/1959,Mystery,880835517-9,Bluejam,Tsonga,9671,14,3.1,682.89
968,Semper Fi,Fraser Dedon,2/16/2020,Science Fiction,628719580-0,Kwideo,Persian,7926,11,2.4,244.4
969,"Sandglass, The (Sanatorium pod klepsydra)",Anni Northing,2/5/1964,Mystery,319748696-X,Skipstorm,Bosnian,82,13,4.3,327.1
970,Enter Nowhere,Zaria Jedras,7/27/1938,Non-Fiction,266075515-9,Oyonder,Amharic,8603,8,1.5,473.26
971,Yumurta (Egg),Dorella Dionsetti,9/7/2007,Science Fiction,256255824-3,Oodoo,Khmer,3157,17,4.7,736.03
972,Down in the Valley,Chester Allright,6/26/1996,Science Fiction,511882316-1,Kayveo,Pashto,5366,1,3.3,695.74
973,Icon,Glyn Hursthouse,4/28/2017,Non-Fiction,866841190-X,Feedbug,German,2199,3,2.7,998.04
974,"Round-Up, The (Szegénylegények)",Nona Soal,2/2/1920,Non-Fiction,607867844-2,Jabberbean,Kazakh,7222,18,4.9,859.33
975,Genghis Khan,Ted Brunelleschi,5/20/2012,Mystery,245712376-3,Vinte,Malay,8266,19,4.2,720.56
976,Otakus in Love,Adria Munehay,5/25/1972,Romance,129465329-6,Mynte,Persian,5385,0,3.0,508.49
977,Old School,Wyatan Switland,2/21/1986,Romance,181174209-2,Trupe,Danish,4693,11,1.1,248.36
978,"Madness of King George, The",Madelyn Meachem,10/23/1928,Non-Fiction,984607561-8,Midel,Korean,7822,9,2.6,477.85
979,Forget Me Not,Maud Wardingly,10/24/1996,Science Fiction,435479481-0,Fiveclub,Amharic,9192,4,4.1,540.03
980,Beloved (Les bien-aimées),Arabella Wroth,6/6/1933,Fiction,880850567-7,Tanoodle,Arabic,2099,13,4.6,333.36
981,Afghan Star,Gustie Jacklin,10/26/1924,Non-Fiction,778102788-4,Yata,Bosnian,2704,17,3.6,574.08
982,"Hijacking, A (Kapringen)",Rene Grigson,6/1/1954,Romance,563263057-9,Vidoo,Malayalam,5372,14,4.5,688.74
983,Hard to Be a God,Wilbert Tester,6/21/1910,Romance,831681023-9,Innotype,Tswana,9138,13,3.6,153.68
984,Dad Savage,Annora Kearns,11/15/1965,Romance,099378710-X,Oozz,Azeri,8357,19,4.7,555.75
985,Ishaqzaade,Raddy Fenna,9/16/1929,Non-Fiction,492250676-4,Jabbertype,Azeri,7057,2,1.8,101.06
986,Floundering,Carmela Sebrens,11/22/2001,Mystery,283840309-5,Oloo,Lao,7585,15,3.6,137.16
987,American Virgin,Sauncho Eddison,5/10/2005,Fiction,535089558-3,Gigabox,Filipino,4229,6,1.5,665.6
988,"Invitation, The (Zaproszenie)",Karalee Chalcraft,4/3/2012,Science Fiction,841578008-7,Kazu,Luxembourgish,2104,3,2.6,214.61
989,"Mayor of Hell, The",Phaedra Ulyet,4/15/1918,Science Fiction,963234178-3,Tanoodle,Bengali,5939,10,3.2,276.38
990,Bio-Dome,Halette Van den Dael,11/3/1901,Non-Fiction,430242204-1,Chatterpoint,Korean,1919,19,2.8,668.78
991,Mamma Mia!,Sven McMeekin,4/24/1990,Non-Fiction,984973159-1,Tanoodle,Chinese,7470,19,2.3,853.06
992,Z Channel: A Magnificent Obsession,Denyse Gooddie,3/25/1915,Romance,993796403-2,Edgeclub,Bulgarian,5267,4,2.2,339.01
993,Revenge of the Green Dragons,Fletch Mocher,11/30/1945,Science Fiction,606713680-5,Tagfeed,Haitian Creole,2730,18,4.3,121.63
994,Philanthropy (Filantropica),Sydney Warrell,9/4/1953,Mystery,621026718-1,Dynabox,Dari,727,20,3.8,831.64
995,"Motivation, The",Malchy Greason,9/25/1910,Mystery,279981610-X,Edgetag,Polish,3352,12,3.5,464.29
996,People in Places,Becka Scolli,7/2/2000,Fiction,319339119-0,Thoughtbeat,New Zealand Sign Language,8638,0,1.3,949.61
997,Paulette,Felicdad Churm,12/3/2020,Mystery,847007975-1,Ntag,Georgian,5063,9,3.0,25.85
998,Duel in the Sun,Madella Trevna,1/10/1953,Mystery,486549338-7,Flipopia,Kannada,1380,2,2.1,608.75
999,Cry of the City,Artair Andrault,1/30/1950,Non-Fiction,157465518-3,Miboo,West Frisian,4633,8,2.1,676.09
1000,"Silent Night, Bloody Night",Bax Strangeway,3/13/1918,Science Fiction,419460165-3,Snaptags,Dzongkha,1155,19,1.4,453.44
